foo,bar,baz,high,low
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130111,46,37
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130112,47,42
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130113,50,43
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130114,56,38
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130115,38,35
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130116,37,32
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130117,43,35
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130118,35,25
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130119,51,30
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130120,53,30
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130121,32,26
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130122,27,13
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130123,20,11
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130124,22,12
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130125,24,13
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130126,27,15
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130127,34,19
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130128,36,29
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130129,49,36
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130130,59,39
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130131,61,30
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130201,31,24
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130202,29,19
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130203,30,24
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130204,30,23
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130205,32,28
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130206,39,29
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130207,32,26
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130208,34,27
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130209,32,21
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130210,36,18
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130211,45,34
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130212,44,36
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130213,44,33
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130214,46,33
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130215,55,37
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130216,41,31
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130217,32,18
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130218,35,17
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130219,49,33
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130220,38,25
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130221,34,24
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130222,38,25
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130223,42,36
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130224,47,34
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130225,45,32
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130226,44,35
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130227,47,36
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130228,51,39
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130301,45,36
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130302,40,31
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130303,40,29
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130304,42,27
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130305,49,31
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130306,42,38
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130307,38,33
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130308,42,31
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130309,55,35
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130310,50,36
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130311,54,40
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130312,57,43
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130313,52,38
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130314,41,29
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130315,47,30
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130316,41,32
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130317,38,29
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130318,35,28
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130319,43,33
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130320,45,32
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130321,40,30
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130322,41,28
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130323,46,32
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130324,47,33
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130325,40,36
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130326,53,37
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130327,53,36
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130328,51,37
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130329,55,40
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130330,59,40
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130331,54,44
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130401,62,37
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130402,43,33
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130403,46,33
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130404,53,33
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130405,64,41
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130406,52,35
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130407,55,40
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130408,73,51
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130409,82,51
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130410,74,55
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130411,60,47
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130412,47,41
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130413,58,41
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130414,57,46
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130415,59,44
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130416,63,47
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130417,71,55
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130418,59,51
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130419,71,55
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130420,60,43
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130421,55,37
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130422,55,41
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130423,53,41
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130424,69,44
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130425,66,46
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130426,67,50
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130427,71,48
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130428,69,51
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130429,57,52
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130430,68,51
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130501,69,47
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130502,72,49
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130503,66,49
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130504,69,48
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130505,64,46
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130506,69,46
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130507,74,52
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130508,63,55
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130509,68,54
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130510,79,59
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130511,70,61
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130512,70,51
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130513,58,45
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130514,61,42
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130515,69,52
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130516,79,62
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130517,72,58
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130518,65,56
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130519,59,55
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130520,79,58
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130521,86,68
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130522,78,59
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130523,80,64
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130524,65,45
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130525,54,45
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130526,66,48
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130527,73,51
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130528,68,56
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130529,82,58
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130530,90,72
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130531,90,75
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130601,90,73
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130602,88,69
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130603,78,66
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130604,75,57
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130605,74,58
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130606,70,59
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130607,63,59
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130608,77,57
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130609,80,63
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130610,70,62
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130611,80,64
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130612,76,65
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130613,69,55
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130614,72,53
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130615,80,61
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130616,80,65
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130617,84,69
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130618,84,64
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130619,77,59
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130620,80,62
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130621,82,64
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130622,84,65
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130623,88,70
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130624,92,74
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130625,91,73
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130626,85,74
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130627,86,73
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130628,85,73
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130629,83,71
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130630,86,73
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130701,77,72
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130702,82,72
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130703,83,73
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130704,87,75
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130705,90,76
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130706,92,78
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130707,92,78
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130708,89,73
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130709,88,74
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130710,85,75
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130711,84,76
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130712,77,68
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130713,81,67
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130714,90,74
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130715,94,78
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130716,94,77
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130717,97,79
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130718,98,81
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130719,96,83
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130720,93,81
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130721,89,76
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130722,86,75
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130723,87,73
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130724,83,68
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130725,68,64
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130726,83,65
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130727,82,70
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130728,78,70
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130729,85,69
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130730,83,67
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130731,83,67
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130801,76,66
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130802,83,67
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130803,78,68
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130804,80,66
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130805,78,62
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130806,82,64
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130807,80,70
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130808,81,70
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130809,85,74
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130810,83,70
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130811,81,65
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130812,82,70
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130813,77,68
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130814,74,61
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130815,78,59
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130816,82,64
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130817,84,64
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130818,76,68
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130819,79,66
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130820,88,68
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130821,90,72
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130822,78,71
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130823,82,71
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130824,80,65
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130825,83,64
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130826,84,68
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130827,87,71
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130828,86,71
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130829,80,71
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130830,85,70
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130831,86,73
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130901,84,75
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130902,82,74
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130903,82,68
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130904,82,65
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130905,80,64
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130906,72,57
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130907,80,59
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130908,83,64
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130909,73,57
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130910,87,68
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130911,96,77
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130912,87,70
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130913,77,59
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130914,67,54
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130915,73,51
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130916,73,56
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130917,65,50
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130918,72,51
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130919,78,55
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130920,79,60
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130921,77,61
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130922,69,54
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130923,66,50
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130924,73,47
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130925,73,52
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130926,71,58
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130927,69,57
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130928,73,56
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130929,72,57
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20130930,75,56
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20131001,82,59
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20131002,83,64
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20131003,78,63
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20131004,86,66
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20131005,76,64
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20131006,70,65
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20131007,76,60
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20131008,67,54
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20131009,62,53
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20131010,65,54
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20131011,68,60
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20131012,72,60
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20131013,65,56
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20131014,66,52
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20131015,72,53
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20131016,67,56
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20131017,73,61
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20131018,68,55
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20131019,64,52
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20131020,63,50
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20131021,66,50
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20131022,67,51
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20131023,55,45
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20131024,54,41
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20131025,53,40
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20131026,55,41
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20131027,58,46
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20131028,61,43
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20131029,56,44
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20131030,60,47
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20131031,66,53
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20131101,70,59
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20131102,68,55
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20131103,55,37
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20131104,46,35
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20131105,55,41
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20131106,61,49
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20131107,64,44
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20131108,50,40
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20131109,50,38
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20131110,61,44
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20131111,53,43
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20131112,52,31
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20131113,39,29
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20131114,52,33
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20131115,57,44
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20131116,60,45
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20131117,60,51
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20131118,65,51
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20131119,51,36
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20131120,44,32
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20131121,52,35
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20131122,57,51
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20131123,54,31
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20131124,30,23
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20131125,35,23
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20131126,47,33
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20131127,62,35
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20131128,35,30
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20131129,39,29
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20131130,39,25
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20131201,49,36
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20131202,49,41
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20131203,53,38
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20131204,52,41
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20131205,60,48
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20131206,62,37
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20131207,41,32
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20131208,33,29
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20131209,39,31
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20131210,37,30
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20131211,33,27
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20131212,30,23
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20131213,35,23
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20131214,34,22
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20131215,40,30
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20131216,33,25
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20131217,32,24
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20131218,37,23
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20131219,47,30
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20131220,53,41
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20131221,65,51
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20131222,71,61
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20131223,64,42
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20131224,42,26
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20131225,31,19
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20131226,36,30
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20131227,40,31
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20131228,55,36
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20131229,48,41
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20131230,45,23
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20131231,32,21
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140101,33,24
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140102,33,18
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140103,18,9
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140104,29,8
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140105,40,27
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140106,55,19
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140107,19,4
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140108,22,9
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140109,32,22
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140110,37,30
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140111,58,37
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140112,54,38
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140113,51,37
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140114,52,44
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140115,47,39
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140116,42,36
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140117,44,33
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140118,41,29
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140119,38,24
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140120,46,31
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140121,31,11
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140122,17,5
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140123,20,7
