foo,bar,baz,high,low
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140124,20,10
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140125,28,19
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140126,34,17
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140127,44,21
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140128,21,12
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140129,23,14
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140130,30,16
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140131,39,25
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140201,45,36
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140202,56,39
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140203,43,27
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140204,35,22
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140205,34,29
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140206,32,21
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140207,32,24
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140208,29,21
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140209,31,21
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140210,29,21
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140211,26,16
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140212,25,13
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140213,36,24
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140214,40,31
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140215,37,27
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140216,30,21
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140217,32,18
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140218,39,26
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140219,45,34
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140220,51,37
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140221,49,36
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140222,54,40
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140223,54,43
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140224,44,27
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140225,33,24
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140226,31,20
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140227,34,14
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140228,24,9
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140301,37,20
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140302,40,32
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140303,32,17
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140304,29,13
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140305,39,26
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140306,31,16
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140307,37,26
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140308,57,35
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140309,44,36
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140310,51,36
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140311,66,45
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140312,56,32
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140313,32,18
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140314,46,22
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140315,58,42
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140316,42,30
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140317,35,23
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140318,43,28
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140319,46,32
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140320,54,40
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140321,51,39
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140322,63,41
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140323,42,27
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140324,35,21
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140325,39,26
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140326,36,24
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140327,44,22
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140328,62,37
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140329,59,43
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140330,49,39
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140331,56,36
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140401,60,39
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140402,54,42
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140403,67,46
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140404,47,40
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140405,54,40
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140406,61,36
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140407,53,43
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140408,64,46
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140409,61,45
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140410,58,42
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140411,75,56
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140412,73,50
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140413,77,54
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140414,75,59
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140415,63,33
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140416,49,31
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140417,48,36
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140418,49,35
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140419,68,41
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140420,60,45
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140421,67,41
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140422,71,51
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140423,61,44
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140424,62,42
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140425,63,44
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140426,67,46
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140427,59,47
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140428,67,45
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140429,52,43
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140430,52,41
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140501,78,51
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140502,70,56
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140503,71,54
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140504,65,54
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140505,70,50
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140506,71,52
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140507,69,50
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140508,59,53
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140509,63,55
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140510,83,57
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140511,82,60
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140512,85,64
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140513,73,53
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140514,71,52
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140515,71,58
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140516,68,58
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140517,70,53
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140518,67,51
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140519,72,49
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140520,78,53
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140521,74,63
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140522,67,59
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140523,71,56
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140524,70,57
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140525,80,55
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140526,86,66
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140527,86,64
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140528,64,54
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140529,66,51
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140530,75,55
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140531,73,57
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140601,77,55
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140602,80,59
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140603,87,65
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140604,82,63
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140605,76,61
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140606,76,61
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140607,82,60
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140608,86,66
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140609,73,63
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140610,77,65
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140611,70,61
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140612,73,60
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140613,79,65
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140614,74,60
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140615,80,59
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140616,81,63
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140617,89,71
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140618,89,76
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140619,77,68
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140620,79,64
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140621,78,62
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140622,79,64
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140623,81,65
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140624,81,68
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140625,85,70
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140626,85,70
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140627,83,67
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140628,87,66
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140629,83,68
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140630,84,69
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140701,89,72
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140702,91,72
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140703,87,69
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140704,74,65
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140705,81,63
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140706,84,66
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140707,90,72
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140708,91,71
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140709,88,71
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140710,83,72
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140711,86,71
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140712,85,71
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140713,83,72
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140714,84,72
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140715,86,72
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140716,81,68
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140717,81,67
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140718,81,64
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140719,76,68
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140720,80,66
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140721,85,67
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140722,86,71
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140723,88,72
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140724,80,70
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140725,82,66
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140726,81,69
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140727,85,71
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140728,82,68
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140729,76,64
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140730,80,63
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140731,82,68
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140801,84,71
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140802,74,63
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140803,76,66
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140804,84,70
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140805,90,71
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140806,83,70
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140807,83,66
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140808,83,65
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140809,87,66
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140810,88,68
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140811,87,71
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140812,79,70
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140813,82,68
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140814,77,63
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140815,73,61
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140816,78,63
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140817,82,66
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140818,81,63
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140819,83,63
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140820,84,70
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140821,83,65
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140822,79,65
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140823,77,67
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140824,80,64
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140825,88,64
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140826,89,70
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140827,90,70
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140828,82,66
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140829,80,61
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140830,80,65
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140831,90,73
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140901,88,75
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140902,92,77
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140903,86,72
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140904,87,69
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140905,87,72
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140906,91,67
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140907,81,65
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140908,75,65
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140909,73,63
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140910,80,63
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140911,83,69
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140912,78,62
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140913,69,58
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140914,71,53
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140915,71,55
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140916,70,58
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140917,73,55
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140918,76,57
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140919,66,54
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140920,75,57
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140921,75,67
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140922,71,55
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140923,71,52
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140924,71,58
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140925,64,57
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140926,77,58
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140927,83,60
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140928,84,64
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140929,79,67
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140930,71,62
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20141001,65,61
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20141002,70,61
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20141003,71,56
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20141004,69,52
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20141005,61,46
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20141006,69,50
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20141007,71,63
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20141008,73,62
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20141009,68,55
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20141010,64,52
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20141011,60,50
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20141012,63,48
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20141013,65,52
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20141014,76,63
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20141015,77,69
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20141016,71,61
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20141017,71,59
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20141018,70,56
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20141019,56,44
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20141020,60,42
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20141021,67,55
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20141022,58,50
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20141023,53,50
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20141024,63,51
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20141025,67,50
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20141026,63,53
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20141027,63,48
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20141028,72,53
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20141029,72,51
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20141030,59,47
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20141031,55,45
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20141101,47,42
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20141102,48,41
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20141103,61,39
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20141104,68,53
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20141105,64,56
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20141106,57,48
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20141107,53,40
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20141108,48,36
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20141109,57,46
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20141110,61,44
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20141111,64,49
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20141112,65,47
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20141113,48,36
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20141114,42,35
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20141115,42,33
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20141116,45,35
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20141117,52,40
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20141118,45,24
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20141119,36,22
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20141120,45,31
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20141121,37,28
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20141122,44,28
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20141123,57,43
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20141124,69,53
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20141125,68,51
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20141126,51,34
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20141127,38,34
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20141128,37,29
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20141129,45,27
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20141130,55,45
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20141201,65,42
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20141202,43,35
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20141203,46,41
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20141204,45,37
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20141205,44,34
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20141206,50,39
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20141207,42,30
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20141208,37,24
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20141209,42,36
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20141210,40,32
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20141211,38,31
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20141212,38,32
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20141213,44,34
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20141214,46,38
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20141215,48,37
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20141216,49,38
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20141217,54,42
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20141218,42,37
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20141219,38,31
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20141220,33,30
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20141221,36,31
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20141222,44,35
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20141223,46,43
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20141224,58,44
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20141225,62,44
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20141226,50,40
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20141227,55,44
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20141228,54,43
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20141229,44,34
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20141230,34,28
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20141231,32,27
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150101,39,27
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150102,42,35
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150103,42,33
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150104,56,41
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150105,49,21
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150106,22,19
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150107,23,9
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150108,21,8
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150109,33,19
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150110,23,16
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150111,37,18
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150112,39,35
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150113,36,17
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150114,32,16
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150115,35,25
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150116,43,20
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150117,32,17
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150118,42,31
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150119,42,36
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150120,40,32
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150121,36,25
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150122,40,31
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150123,39,28
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150124,39,33
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150125,42,31
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150126,31,22
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150127,30,20
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150128,34,16
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150129,36,19
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150130,38,19
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150131,26,13
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150201,36,20
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150202,34,14
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150203,26,13
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150204,43,24
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150205,42,14
